,movielens_Id,genre,imdbId,tmdbId,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,tomatoMeter,tomatoRating,tomatoConsensus,tomatoUserRating,tomatoImage,DVD,Production,tomatoFresh,Website,tomatoRotten,tomatoUserReviews,tomatoUserMeter,BoxOffice,tomatoReviews,tomatoURL,sentiment_polarity
1294,36537,Comedy|Drama,318761,1546.0,Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.,R,True,English,Thumbsucker,USA,"Walter Kirn (novel), Mike Mills",69.0,6.6,Mike Mills,07 Oct 2005,"Ted Beckman, Benjamin Bratt, Vincent D'Onofrio, Arvin V. Entena",2005,"Comedy, Drama",5 wins &amp; 4 nominations.,96 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MzAzMjkzM15BMl5BanBnXkFtZTcwODI1MDEzMQ@@._V1_SX300.jpg,"18,855",tt0318761,71.0,6.7,"Though quirky coming-of-age themes are common in indie films, this one boasts a smart script and a great cast.",3.3,fresh,24 Jan 2006,Sony Pictures Classics,80,http://www.sonyclassics.com/thumbsucker/,33,57480,71.0,"$1,111,641.00",113,http://www.rottentomatoes.com/m/thumbsucker/,0.142857142857
1295,36539,Comedy,429177,23703.0,"Ben's dad Sam shows up one night with a note from Ben's mother (Sam's wife of 46 years), that she has left. While Ben's wife and his three sisters try to find her, Ben takes Sam on a day ...",PG-13,True,English,The Thing About My Folks,USA,Paul Reiser,48.0,6.6,Raymond De Felitta,23 Sep 2005,"Peter Falk, Paul Reiser, Olympia Dukakis, Elizabeth Perkins",2005,"Comedy, Drama",4 wins &amp; 2 nominations.,96 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzY2Nzg1N15BMl5BanBnXkFtZTcwNTI2MTEzMQ@@._V1_SX300.jpg,"2,141",tt0429177,45.0,5.6,"The Thing About My Folks lacks cohesiveness, and the cloying tone makes the talkiness grating.",2.8,rotten,14 Feb 2006,Picturehouse,29,http://www.myfolksmovie.com,36,17509,51.0,"$710,031.00",65,http://www.rottentomatoes.com/m/thing_about_my_folk/,0.0
1296,37240,Documentary,436971,14286.0,Is American foreign policy dominated by the idea of military supremacy? Has the military become too important in American life? Jarecki's shrewd and intelligent polemic would seem to give an affirmative answer to each of these questions.,PG-13,True,"English, Arabic",Why We Fight,"UK, France, Denmark, Canada, USA",Eugene Jarecki,68.0,8.1,Eugene Jarecki,01 Jan 2005,"Ken Adelman, John Ashcroft, Osama bin Laden, George Bush",2005,"Documentary, History, War",4 wins &amp; 3 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAxNzk3MzA4NV5BMl5BanBnXkFtZTcwNzM3ODEzMQ@@._V1_SX300.jpg,"9,137",tt0436971,79.0,7.1,A provocative and timely film that explores the military/industrial complex and the motivating forces that lead us to war.,3.3,certified,27 Jun 2006,Sony Pictures Classics,88,http://www.sonyclassics.com/comingsoon.php?filmid=285&amp;page;=2,24,67605,88.0,"$1,880,863.00",112,http://www.rottentomatoes.com/m/1155622-why_we_fight/,-0.3
1297,37380,Action|Horror|Sci-Fi,419706,8814.0,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.,R,True,"English, Japanese",Doom,"UK, Czech Republic, Germany, USA","Dave Callaham (screenplay), Wesley Strick (screenplay), Dave Callaham (story)",34.0,5.2,Andrzej Bartkowiak,21 Oct 2005,"Karl Urban, Rosamund Pike, Deobia Oparei, Ben Daniels",2005,"Action, Adventure, Horror",3 nominations.,105 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNTEyNjAyNV5BMl5BanBnXkFtZTcwODk0ODIzMQ@@._V1_SX300.jpg,"88,932",tt0419706,19.0,3.9,"Sure to please fans of the video game, but lacking in plot and originality to please other moviegoers.",2.7,rotten,07 Feb 2006,Universal Pictures,25,http://www.doommovie.com,105,333216,34.0,"$28,031,250.00",130,http://www.rottentomatoes.com/m/doom/,-0.00833333333333
1298,37384,Comedy,348333,7553.0,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,R,True,"English, German",Waiting...,USA,Rob McKittrick,30.0,6.8,Rob McKittrick,07 Oct 2005,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner",2005,Comedy,,94 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NjMyNDA5MV5BMl5BanBnXkFtZTcwODgxMzEzMQ@@._V1_SX300.jpg,"77,139",tt0348333,31.0,4.2,Waiting... is a gross-out comedy that is more gross than comic.,3.4,rotten,07 Feb 2006,Lions Gate,28,http://www.waitingthefilm.com/,62,233126,75.0,"$16,101,109.00",90,http://www.rottentomatoes.com/m/waiting/,0.25
1299,37386,Action|Sci-Fi,402022,8202.0,"Aeon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.",PG-13,True,English,Æon Flux,USA,"Phil Hay, Matt Manfredi, Peter Chung (characters)",36.0,5.5,Karyn Kusama,02 Dec 2005,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo",2005,"Action, Sci-Fi",4 nominations.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1_SX300.jpg,"111,386",tt0402022,10.0,3.3,"Aeon Flux lacks the gravity-defying pace of its animated predecessor, and, despite some flash, is largely a dull affair.",2.9,rotten,25 Apr 2006,Paramount Pictures,10,http://www.aeonflux.com/,94,421182,39.0,"$25,857,987.00",104,http://www.rottentomatoes.com/m/aeon_flux/,-0.291666666667
1300,37475,Drama,350261,1947.0,"Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.",PG-13,True,English,An Unfinished Life,"USA, Germany","Mark Spragg, Virginia Korus Spragg",49.0,7.0,Lasse Hallström,16 Sep 2005,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas",2005,Drama,2 wins.,108 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjc3MzEzMTQ3OF5BMl5BanBnXkFtZTcwNDEwMzYzMQ@@._V1_SX300.jpg,"24,428",tt0350261,53.0,5.9,"A story of disjointed family members yearning for true emotional depth, An Unfinished Life teeters between overtly saccharine sentiments and moments of real intimacy.",3.4,rotten,11 Apr 2006,Miramax Films,74,http://www.miramax.com/anunfinishedlife/,66,60766,68.0,"$8,535,575.00",140,http://www.rottentomatoes.com/m/unfinished_life/,0.183333333333
1301,37477,Action|Comedy|Crime,399327,9074.0,"Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way.",PG-13,True,English,The Man,"Germany, USA","Jim Piddock (screenplay), Margaret Oberman (screenplay), Stephen Carpenter (screenplay), Jim Piddock (story), Margaret Oberman (story)",33.0,5.5,Les Mayfield,09 Sep 2005,"Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss",2005,"Action, Comedy, Crime",1 win &amp; 1 nomination.,83 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NjgzMjgyMV5BMl5BanBnXkFtZTcwODkxOTAzMQ@@._V1_SX300.jpg,"22,084",tt0399327,12.0,3.3,"Despite the steely presence of Samuel L. Jackson and the comic timing of Eugene Levy, The Man's plot is pointless and its jokes rehashed, as it ends up playing out like the Odd Couple with gas.",2.9,rotten,17 Jan 2006,New Line Cinema,12,http://www.themanmovie.com/,89,85169,41.0,"$8,300,000.00",101,http://www.rottentomatoes.com/m/the-man/,-0.0555555555556
1302,37727,Action|Drama|Thriller,408790,9315.0,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",PG-13,True,"English, French, German, Arabic, Italian, Japanese",Flightplan,USA,"Peter A. Dowling, Billy Ray",53.0,6.2,Robert Schwentke,23 Sep 2005,"Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan",2005,"Drama, Mystery, Thriller",2 wins &amp; 6 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNGJkYTNiZjUtOTBhMi00NjY5LTkwZWEtNjBkNmE1YTZlMDc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"128,641",tt0408790,38.0,5.3,"The actors are all on key here, but as the movie progress, tension deflates as the far-fetched plot kicks in.",3.2,rotten,24 Jan 2006,Touchstone Pictures,65,http://flightplan.movies.com,108,496716,48.0,"$89,602,378.00",173,http://www.rottentomatoes.com/m/flightplan/,0.0
1303,37729,Animation|Comedy|Fantasy|Musical|Romance,121164,3933.0,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.",PG,True,English,Corpse Bride,"USA, UK","Tim Burton (characters), Carlos Grangel (characters), John August (screenplay), Caroline Thompson (screenplay), Pamela Pettler (screenplay)",83.0,7.4,"Tim Burton, Mike Johnson",23 Sep 2005,"Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman",2005,"Animation, Drama, Family",Nominated for 1 Oscar. Another 9 wins &amp; 26 nominations.,77 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_SX300.jpg,"192,019",tt0121164,83.0,7.2,"As can be expected from a Tim Burton movie, Corpse Bride is whimsically macabre, visually imaginative, and emotionally bittersweet.",3.5,certified,31 Jan 2006,Warner Bros. Pictures,156,http://corpsebridemovie.warnerbros.com/,31,552254,77.0,"$53,300,000.00",187,http://www.rottentomatoes.com/m/corpse_bride/,0.0
1304,37731,Crime|Drama,385002,8923.0,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",R,True,"English, Italian, German",Green Street Hooligans,"USA, UK","Lexi Alexander (story), Dougie Brimson (story), Dougie Brimson (screenplay), Josh Shelov (screenplay), Lexi Alexander (screenplay)",55.0,7.5,Lexi Alexander,09 Sep 2005,"Elijah Wood, Charlie Hunnam, Claire Forlani, Marc Warren",2005,"Crime, Drama, Sport",3 wins.,109 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@._V1_SX300.jpg,"119,705",tt0385002,47.0,5.5,"When it comes to the subculture of soccer thugs, Green Street Hooligans lacks sufficient insight, and instead comes off as a Fight Club knock-off.",3.9,rotten,13 Jun 2006,Freestyle Releasing,29,http://www.greenstreethooligans.com/,33,219658,87.0,"$122,300.00",62,http://www.rottentomatoes.com/m/green_street_hooligans/,-0.2
1305,37733,Action|Crime|Drama|Thriller,399146,59.0,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",R,True,English,A History of Violence,"USA, Germany, Canada","John Wagner (graphic novel), Vince Locke (graphic novel), Josh Olson (screenplay)",81.0,7.5,David Cronenberg,30 Sep 2005,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt",2005,"Crime, Drama, Thriller",Nominated for 2 Oscars. Another 35 wins &amp; 72 nominations.,96 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_SX300.jpg,"189,556",tt0399146,87.0,7.9,"A History of Violence raises compelling and thoughtful questions about the nature of violence, while representing a return to form for director David Cronenberg in one of his more uncharacteristic pieces.",3.4,certified,14 Mar 2006,New Line Cinema,180,http://www.historyofviolence.com/,27,279255,76.0,"$31,500,000.00",207,http://www.rottentomatoes.com/m/history_of_violence/,0.4
1306,37739,Drama,388980,15487.0,"In the 1913 US Open, 20-year-old Francis Ouimet played against his idol, 1900 US Open champion, Englishman Harry Vardon.",PG,True,English,The Greatest Game Ever Played,"USA, Canada","Mark Frost (book), Mark Frost (screenplay)",55.0,7.5,Bill Paxton,30 Sep 2005,"James Paxton, Tom Rack, Armand Laroche, Peter Hurley",2005,"Drama, History, Sport",3 nominations.,120 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NDk3MDk0NV5BMl5BanBnXkFtZTcwMzk4OTgyMQ@@._V1_SX300.jpg,"22,634",tt0388980,63.0,6.2,"Despite all the underdog sports movie conventions, the likable cast and lush production values make The Greatest Game Ever Played a solid and uplifting tale.",3.6,fresh,11 Apr 2006,Buena Vista Pictures,69,http://disney.go.com/disneypictures/greatestgame,41,62433,82.0,"$15,283,642.00",110,http://www.rottentomatoes.com/m/greatest_game_ever_played/,0.24
1307,37741,Crime|Drama,379725,398.0,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",R,True,English,Capote,"USA, Canada","Dan Futterman (screenplay), Gerald Clarke (book)",88.0,7.4,Bennett Miller,03 Feb 2006,"Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald",2005,"Biography, Crime, Drama",Won 1 Oscar. Another 58 wins &amp; 84 nominations.,114 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,"102,513",tt0379725,90.0,8.2,Philip Seymour Hoffman's riveting central performance guides a well-constructed retelling of the most sensational and significant period in author Truman Capote's life.,3.6,certified,14 Mar 2006,Sony Pictures Classics,165,http://www.sonyclassics.com/capote/,18,115386,81.0,"$28,337,516.00",183,http://www.rottentomatoes.com/m/1151898-capote/,0.408333333333
1309,37853,Action|Adventure|Crime|Thriller,378109,11968.0,A group of divers find themselves in deep trouble with a drug lord after they come upon the illicit cargo of a sunken airplane.,PG-13,True,English,Into the Blue,USA,Matt Johnson,45.0,5.8,John Stockwell,30 Sep 2005,"Paul Walker, Jessica Alba, Scott Caan, Ashley Scott",2005,"Action, Adventure, Crime",1 win &amp; 2 nominations.,110 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMmVlM2FhODYtOWFhZi00YmE5LWIwNWUtZDMxNTlkNDgxNTA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"64,295",tt0378109,21.0,4.0,Even the endless shots of bronzed beach babes and buffed dudes can't keep this soggy scuba flick's plot from drowning.,3.1,rotten,26 Dec 2005,Sony Pictures,26,http://www.intothebluemovie.com/,100,326465,57.0,"$18,472,363.00",126,http://www.rottentomatoes.com/m/into_the_blue/,-0.125
1310,37855,Drama,406158,27176.0,"In order to support her ten children, Evelyn Ryan (Moore) enters a commercial jingle-writing contest. Based on a true story.",PG-13,True,English,"The Prize Winner of Defiance, Ohio",USA,"Terry Ryan (book), Jane Anderson (screenplay)",58.0,7.3,Jane Anderson,01 Jun 2007,"Julianne Moore, Woody Harrelson, Laura Dern, Trevor Morgan",2005,"Biography, Drama",1 win &amp; 1 nomination.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQxOTA3NTUwOF5BMl5BanBnXkFtZTcwNDI3MzEzMQ@@._V1_SX300.jpg,"5,431",tt0406158,58.0,6.0,"Noteworthy for Julianne Moore's performance, Prize Winner is nonetheless a largely indistinct and tentative film that fails to convey the true power of its bittersweet tale.",3.3,rotten,14 Mar 2006,Dreamworks Distribution LLC,48,http://lime.gofishpictures.com/prizewinner,35,18492,74.0,"$440,994.00",83,http://www.rottentomatoes.com/m/prize_winner_of_defiance_ohio/,0.0214285714286
1311,37857,Adventure|Children|Drama|Fantasy,366780,14517.0,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home.",PG,True,English,Mirrormask,"UK, USA","Neil Gaiman (story), Dave McKean (story), Neil Gaiman (teleplay)",55.0,6.9,Dave McKean,03 Mar 2006,"Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee",2005,"Adventure, Fantasy",5 wins &amp; 2 nominations.,101 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDg3MzA5Ml5BMl5BanBnXkFtZTcwNzQwNDAwMQ@@._V1_SX300.jpg,"20,425",tt0366780,54.0,5.8,"While visually dazzling, there isn't enough story to hang all the fancy effects on.",3.6,rotten,10 Jan 2006,Samuel Goldwyn Films,49,http://www.sonypictures.com/homevideo/mirrormask/,41,70868,80.0,"$802,961.00",90,http://www.rottentomatoes.com/m/mirrormask/,0.375
1312,38038,Adventure|Animation|Children|Comedy,312004,533.0,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",G,True,English,The Curse of the Were-Rabbit,"UK, USA","Steve Box (screenplay), Nick Park (screenplay), Mark Burton (screenplay), Bob Baker (screenplay), Nick Park (based on characters by)",87.0,7.5,"Steve Box, Nick Park",07 Oct 2005,"Peter Sallis, Ralph Fiennes, Helena Bonham Carter, Peter Kay",2005,"Animation, Comedy, Family",Won 1 Oscar. Another 36 wins &amp; 28 nominations.,85 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NzIwNTM1NV5BMl5BanBnXkFtZTcwMDA1NzkyMw@@._V1_SX300.jpg,"99,372",tt0312004,95.0,8.1,The Curse of the Were-Rabbit is a subtly touching and wonderfully eccentric adventure featuring Wallace and Gromit.,3.4,certified,07 Feb 2006,Dreamworks,167,http://www.wandg.com/,9,384785,79.0,"$56,068,547.00",176,http://www.rottentomatoes.com/m/wallace_and_gromit_curse_of_the_wererabbit/,0.25
1313,38061,Comedy|Crime|Mystery|Thriller,373469,5236.0,"A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor.",R,True,English,Kiss Kiss Bang Bang,USA,"Brett Halliday (novel), Shane Black (screen story), Shane Black (screenplay)",72.0,7.6,Shane Black,18 Nov 2005,"Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen",2005,"Comedy, Crime, Mystery",5 wins &amp; 15 nominations.,103 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg,"179,492",tt0373469,85.0,7.5,"Tongue-in-cheek satire blends well with entertaining action and spot-on performances in this dark, eclectic neo-noir homage.",3.7,certified,13 Jun 2006,Warner Bros. Pictures,145,http://kisskiss-bangbang.warnerbros.com/,26,202554,87.0,"$4,200,000.00",171,http://www.rottentomatoes.com/m/kiss_kiss_bang_bang/,0.15
1315,38388,Drama,380389,9763.0,"The extremely talented Santiago Munez is given a chance at professional football, after being spotted by a scout who has ties with Newcastle United.",PG-13,True,"English, Spanish",Goal! The Dream Begins,"USA, UK","Mike Jefferies (story), Adrian Butchart (screenplay), Dick Clement (screenplay), Ian La Frenais (screenplay), Mike Jefferies (screenplay)",53.0,6.8,Danny Cannon,12 May 2006,"Leonardo Guerra, Tony Plana, Miriam Colon, Kuno Becker",2005,"Drama, Romance, Sport",1 win &amp; 6 nominations.,118 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNDk2Njk1OV5BMl5BanBnXkFtZTcwOTE5MzIzMQ@@._V1_SX300.jpg,"51,672",tt0380389,44.0,5.2,"Impressive sports action sequences are the highlight, as the run-of the-mill story invokes every known sports movie cliche.",3.7,rotten,12 Sep 2006,Buena Vista Pictures,36,http://www.goalthemovie.com,45,96308,77.0,"$4,205,160.00",81,http://www.rottentomatoes.com/m/1158528-goal/,0.55
1317,38600,Drama,417658,10475.0,"This drama centers on Hank Chinaski, the fictional alter-ego of ""Factotum"" author Charles Bukowski, who wanders around Los Angeles, CA trying to live off jobs which don't interfere with his primary interest, which is writing. Along the way, he fends off the distractions offered by women, drinking and gambling.",R,True,English,Factotum,"Norway, USA, Germany, France, Italy","Charles Bukowski (novel), Bent Hamer, Jim Stark",71.0,6.6,Bent Hamer,29 Apr 2005,"Matt Dillon, Lili Taylor, Didier Flamand, Fisher Stevens",2005,"Comedy, Drama, Romance",4 wins &amp; 3 nominations.,94 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMDYzOTg2N15BMl5BanBnXkFtZTcwMzE3ODQzMQ@@._V1_SX300.jpg,"12,176",tt0417658,76.0,6.8,Matt Dillon's performance is the highlight of this somewhat slow but fascinating portrayal of Charles Bukowski's alter-ego.,3.2,certified,26 Dec 2006,IFC Films,88,http://www.factotummovie.com/,28,19619,62.0,"$800,000.00",116,http://www.rottentomatoes.com/m/factotum/,0.2
